fighter_id,details_url,first,last,nickname,height_in,weight_lb,reach_in,stance,dob
7d4d7583df7eebf9,http://www.ufcstats.com/fighter-details/7d4d7583df7eebf9,Carlos,Calderon,Chief,71,145,71,Southpaw,1996-02-10
b7dc25ee40ee8334,http://www.ufcstats.com/fighter-details/b7dc25ee40ee8334,Darrion,Caldwell,The Wolf,70,135,NA,,1987-12-19
fc0a4053eb8a3a59,http://www.ufcstats.com/fighter-details/fc0a4053eb8a3a59,Nicolle,Caliari,,63,125,62,Orthodox,1996-11-04
53d471e9bf5f2fc8,http://www.ufcstats.com/fighter-details/53d471e9bf5f2fc8,Taylor,Callens,,70,155,NA,,1991-05-21
98215d037be5bcb7,http://www.ufcstats.com/fighter-details/98215d037be5bcb7,Cynthia,Calvillo,,64,115,64,Orthodox,1987-07-13
764342d39cdaa54a,http://www.ufcstats.com/fighter-details/764342d39cdaa54a,Frank,Camacho,The Crank,70,155,73,Orthodox,1989-05-18
dfb965c9824425db,http://www.ufcstats.com/fighter-details/dfb965c9824425db,Joe,Camacho,,69,155,NA,Orthodox,1972-03-10
71d25689f70e4036,http://www.ufcstats.com/fighter-details/71d25689f70e4036,Lucas,Camacho,,76,265,80,Orthodox,1992-12-15
72f890c5d421e705,http://www.ufcstats.com/fighter-details/72f890c5d421e705,Matheus,Camilo,Jaguar,70,155,69,Orthodox,2001-01-02
7abe471b61725980,http://www.ufcstats.com/fighter-details/7abe471b61725980,Fabricio,Camoes,Morango,70,155,71,Orthodox,1978-12-23
1999ffb5cebc314f,http://www.ufcstats.com/fighter-details/1999ffb5cebc314f,Brian,Camozzi,Mantis,74,170,78,Orthodox,1991-06-24
6c2030e0a143a94b,http://www.ufcstats.com/fighter-details/6c2030e0a143a94b,Chris,Camozzi,,74,185,75,Orthodox,1986-11-20
4a99978a0366bb29,http://www.ufcstats.com/fighter-details/4a99978a0366bb29,Ricky,Camp,2 Slick,67,135,NA,,NA
b39f7a6c2be17ee8,http://www.ufcstats.com/fighter-details/b39f7a6c2be17ee8,Charlie,Campbell,The Cannibal,72,155,72,Orthodox,1995-07-03
903ef36a6adc09a3,http://www.ufcstats.com/fighter-details/903ef36a6adc09a3,Kitt,Campbell,The Killer,73,170,73,Orthodox,1994-06-26
9d51798e61f2e0c7,http://www.ufcstats.com/fighter-details/9d51798e61f2e0c7,Kurtis,Campbell,The Pink Panther,69,145,72,Switch,2002-07-29
f5585e675af7afd4,http://www.ufcstats.com/fighter-details/f5585e675af7afd4,Mike,Campbell,The Beast,69,155,NA,Southpaw,1982-11-15
784285b7ae7dd85f,http://www.ufcstats.com/fighter-details/784285b7ae7dd85f,Shane,Campbell,Shaolin,72,155,71,Orthodox,1987-01-21
d060014a5a039829,http://www.ufcstats.com/fighter-details/d060014a5a039829,Thomas,Campbell,,NA,NA,NA,,NA
31bbd46d57dfbcb7,http://www.ufcstats.com/fighter-details/31bbd46d57dfbcb7,John,Campetella,,69,235,NA,Orthodox,NA
aa8dc72b3a1f761c,http://www.ufcstats.com/fighter-details/aa8dc72b3a1f761c,Derek,Campos,The Stallion,69,155,NA,,1988-04-01
db6d5f691aea3fd3,http://www.ufcstats.com/fighter-details/db6d5f691aea3fd3,Wagner,Campos,Galeto,66,145,NA,Southpaw,1981-07-31
901cddcbfa079097,http://www.ufcstats.com/fighter-details/901cddcbfa079097,Will,Campuzano,,69,125,70,Orthodox,1986-05-27
c2a670b22d2e196f,http://www.ufcstats.com/fighter-details/c2a670b22d2e196f,Aleksa,Camur,,73,205,74,Orthodox,1995-09-25
32be4b7f7de1c905,http://www.ufcstats.com/fighter-details/32be4b7f7de1c905,Chico,Camus,The King,66,125,66,Orthodox,1985-01-26
2a7afe14b3a0a058,http://www.ufcstats.com/fighter-details/2a7afe14b3a0a058,Asbel,Cancio,,70,225,NA,,NA
760a55d5b6098cbe,http://www.ufcstats.com/fighter-details/760a55d5b6098cbe,Carlos,Candelario,The Cannon,68,125,68,Southpaw,1991-06-04
23fbe02caabcd214,http://www.ufcstats.com/fighter-details/23fbe02caabcd214,Ronaldo,Candido,Pacman,66,125,NA,Southpaw,1989-04-24
24b033b3daf1c9df,http://www.ufcstats.com/fighter-details/24b033b3daf1c9df,Luiz,Cane,Banha,74,185,77,Southpaw,1981-04-24
d05412b513b19621,http://www.ufcstats.com/fighter-details/d05412b513b19621,Guido,Cannetti,Ninja,66,135,68,Southpaw,1979-12-19
13a0275fa13c4d26,http://www.ufcstats.com/fighter-details/13a0275fa13c4d26,Jared,Cannonier,The Killa Gorilla,71,185,77,Switch,1984-03-16
03da33a102d9a45f,http://www.ufcstats.com/fighter-details/03da33a102d9a45f,Jose,Canseco,,76,240,NA,Orthodox,1964-07-02
23100e8f71f25a4a,http://www.ufcstats.com/fighter-details/23100e8f71f25a4a,Cody,Canterbury,,68,155,NA,,NA
6750e338922a099d,http://www.ufcstats.com/fighter-details/6750e338922a099d,Bo,Cantrell,Redrum,74,235,NA,Orthodox,1969-02-08
f1f9e48a0d150757,http://www.ufcstats.com/fighter-details/f1f9e48a0d150757,Steve,Cantwell,The Robot,74,185,75,Orthodox,1986-12-08
83b8fe74224dd642,http://www.ufcstats.com/fighter-details/83b8fe74224dd642,Paul,Capaldo,,67,135,NA,,1996-12-27
bd81a97864acf098,http://www.ufcstats.com/fighter-details/bd81a97864acf098,Phil,Caracappa,The Hitman,68,135,70,Orthodox,1992-06-05
44f9c777fed7ca03,http://www.ufcstats.com/fighter-details/44f9c777fed7ca03,Frank,Caracci,,NA,NA,NA,,1970-02-16
899eaba48fa864a6,http://www.ufcstats.com/fighter-details/899eaba48fa864a6,Gina,Carano,Conviction,68,145,NA,Orthodox,1982-04-16
155a02a8b4311057,http://www.ufcstats.com/fighter-details/155a02a8b4311057,Dos,Caras Jr.,,76,225,NA,Orthodox,1977-05-25
5ef0088c1b19beeb,http://www.ufcstats.com/fighter-details/5ef0088c1b19beeb,Bryan,Caraway,Kid Lightning,68,135,68,Orthodox,1984-08-04
e5512a6aed150d8f,http://www.ufcstats.com/fighter-details/e5512a6aed150d8f,Remo,Cardarelli,,NA,135,NA,,NA
f6a7b02c42e9fc5b,http://www.ufcstats.com/fighter-details/f6a7b02c42e9fc5b,Phil,Cardella,,71,155,NA,,1976-07-09
99a86b134dccc166,http://www.ufcstats.com/fighter-details/99a86b134dccc166,Edgar,Cardenas,Kitty Katt,NA,145,NA,,NA
b2e3aca4cd363477,http://www.ufcstats.com/fighter-details/b2e3aca4cd363477,Chris,Cariaso,Kamikaze,63,125,64,Southpaw,1981-05-27
cbd022eaf2ac546a,http://www.ufcstats.com/fighter-details/cbd022eaf2ac546a,Ronald,Carillo,,NA,125,NA,,NA
08a7080ff5904661,http://www.ufcstats.com/fighter-details/08a7080ff5904661,Rafael,Carino,,80,245,NA,Orthodox,NA
f59a6de8a5dfe297,http://www.ufcstats.com/fighter-details/f59a6de8a5dfe297,Don,Carlo-Clauss,,NA,170,NA,,NA
52e76bb4b3e852f3,http://www.ufcstats.com/fighter-details/52e76bb4b3e852f3,Antonio,Carlos Junior,Cara de Sapato,74,185,79,Orthodox,1990-03-16
be68b375707dcb85,http://www.ufcstats.com/fighter-details/be68b375707dcb85,Spike,Carlyle,Alpha Ginger,68,145,71,Switch,1993-05-06
3591d0d5d382a381,http://www.ufcstats.com/fighter-details/3591d0d5d382a381,Francis,Carmont,Limitless,75,205,78,Orthodox,1981-10-11
51a0c09cbe9b8472,http://www.ufcstats.com/fighter-details/51a0c09cbe9b8472,Liz,Carmouche,Girlrilla,66,125,66,Orthodox,1984-02-19
1c86754617d9813a,http://www.ufcstats.com/fighter-details/1c86754617d9813a,Roan,Carneiro,Jucao,71,170,76,Orthodox,1978-06-02
c0d5c0c95c59050b,http://www.ufcstats.com/fighter-details/c0d5c0c95c59050b,Ariane,Carnelossi,Sorriso,62,115,61,Orthodox,1992-11-17
528b071cf3da7c56,http://www.ufcstats.com/fighter-details/528b071cf3da7c56,Luana,Carolina,Dread,66,135,69,Orthodox,1993-06-11
b80ea4880f25c187,http://www.ufcstats.com/fighter-details/b80ea4880f25c187,Tim,Caron,The Bear,73,185,NA,Orthodox,1987-07-24
b62d5280966b2460,http://www.ufcstats.com/fighter-details/b62d5280966b2460,Clayton,Carpenter,,66,125,66,Orthodox,1996-06-09
89ed44801968b8e3,http://www.ufcstats.com/fighter-details/89ed44801968b8e3,Gabriel,Carrasco,,66,135,NA,,NA
9346efb4bbaedd08,http://www.ufcstats.com/fighter-details/9346efb4bbaedd08,Cody,Carrillo,,70,155,NA,,NA
064b7dc68d786254,http://www.ufcstats.com/fighter-details/064b7dc68d786254,Cain,Carrizosa,The Insane,68,155,NA,Orthodox,1986-07-22
572a89dbe1f76761,http://www.ufcstats.com/fighter-details/572a89dbe1f76761,Roger,Carroll,The Leprechaun,70,170,NA,,NA
0d49ddc07bd8c747,http://www.ufcstats.com/fighter-details/0d49ddc07bd8c747,Jonny,Carson,,70,155,NA,,NA
1e3302f9ab6f549a,http://www.ufcstats.com/fighter-details/1e3302f9ab6f549a,Scott,Carson,,74,215,NA,,NA
7b6e40a73b567072,http://www.ufcstats.com/fighter-details/7b6e40a73b567072,Shonie,Carter,Mr. International,70,170,NA,Southpaw,1972-05-03
1f592bfefb0d62a3,http://www.ufcstats.com/fighter-details/1f592bfefb0d62a3,Jack,Cartwright,,69,135,68,Orthodox,1994-05-26
fef3d17e27e916e7,http://www.ufcstats.com/fighter-details/fef3d17e27e916e7,Antonio,Carvalho,Pato,69,145,70,Orthodox,1979-05-30
456c02115efc4a01,http://www.ufcstats.com/fighter-details/456c02115efc4a01,Bruno,Carvalho,,68,154,NA,,1982-06-07
620d8710e89cfeae,http://www.ufcstats.com/fighter-details/620d8710e89cfeae,Rafael,Carvalho,,75,185,NA,,1986-07-27
68dd7b3783c19f9c,http://www.ufcstats.com/fighter-details/68dd7b3783c19f9c,Shane,Carwin,The Engineer,74,265,80,Orthodox,1975-01-04
1f4b04a926ef1287,http://www.ufcstats.com/fighter-details/1f4b04a926ef1287,Johnny,Case,Hollywood,70,155,72,Orthodox,1989-06-28
5f179af5fffeb9f6,http://www.ufcstats.com/fighter-details/5f179af5fffeb9f6,Cortney,Casey,Cast Iron,67,125,67,Orthodox,1987-05-05
8d9586726252dbf7,http://www.ufcstats.com/fighter-details/8d9586726252dbf7,Kevin,Casey,King,71,185,77,Southpaw,1981-06-15
3993f7dcb7caf42a,http://www.ufcstats.com/fighter-details/3993f7dcb7caf42a,Brandon,Cash,Money,77,255,NA,Orthodox,NA
ec7ac09293d26c05,http://www.ufcstats.com/fighter-details/ec7ac09293d26c05,Bendy,Casimir,,65,145,NA,Southpaw,1980-06-10
31c01fbc2586a5eb,http://www.ufcstats.com/fighter-details/31c01fbc2586a5eb,Dwayne,Cason,,70,212,NA,Orthodox,NA
2b1c6f28039efe36,http://www.ufcstats.com/fighter-details/2b1c6f28039efe36,Joe,Cason,,75,205,NA,,1988-01-19
5fa2974cbd18e05c,http://www.ufcstats.com/fighter-details/5fa2974cbd18e05c,John,Castaneda,Sexi Mexi,66,135,71,Switch,1991-12-18
a0a69dc9914ef6e1,http://www.ufcstats.com/fighter-details/a0a69dc9914ef6e1,Eric,Castile,,68,145,NA,,NA
d1e7fc58d4225cdf,http://www.ufcstats.com/fighter-details/d1e7fc58d4225cdf,Danny,Castillo,Last Call,69,155,71,Orthodox,1979-08-25
31ceaf0e670c1578,http://www.ufcstats.com/fighter-details/31ceaf0e670c1578,Gil,Castillo,,69,170,NA,Southpaw,1965-10-21
e680418329c84ec4,http://www.ufcstats.com/fighter-details/e680418329c84ec4,Jenna,Castillo,,62,125,NA,,1982-05-05
feeae92f951f49a9,http://www.ufcstats.com/fighter-details/feeae92f951f49a9,Raul,Castillo,,71,185,NA,Orthodox,NA
6ca68b636fbc1f18,http://www.ufcstats.com/fighter-details/6ca68b636fbc1f18,Tim,Catalfo,Obake,71,235,NA,Orthodox,NA
f8fe2053d73d7bcf,http://www.ufcstats.com/fighter-details/f8fe2053d73d7bcf,Nick,Catone,The Jersey Devil,72,185,72,Southpaw,1981-09-01
68d76fd9ecf7431d,http://www.ufcstats.com/fighter-details/68d76fd9ecf7431d,Luke,Caudillo,Lil' Hulk,67,155,NA,Orthodox,1980-11-30
2a74bbba57058f12,http://www.ufcstats.com/fighter-details/2a74bbba57058f12,Gesias,Cavalcante,JZ,68,155,71,Orthodox,1983-07-06
5c1ca0c72b599a3c,http://www.ufcstats.com/fighter-details/5c1ca0c72b599a3c,Rafael,Cavalcante,Feijao,73,205,74,Orthodox,1980-04-14
9c3de7f8966326de,http://www.ufcstats.com/fighter-details/9c3de7f8966326de,Igor,Cavalcanti,Jacare,71,170,79,Orthodox,1997-10-10
e3964ece586e0635,http://www.ufcstats.com/fighter-details/e3964ece586e0635,Jacqueline,Cavalcanti,,68,135,70,Orthodox,1997-08-29
0e21976afc92e4d1,http://www.ufcstats.com/fighter-details/0e21976afc92e4d1,Magnus,Cedenblad,Jycken,77,185,79,Orthodox,1982-04-10
3e61082025db8137,http://www.ufcstats.com/fighter-details/3e61082025db8137,Yosdenis,Cedeno,Pink Panther,68,155,69,Orthodox,1985-02-12
056c493bbd76a918,http://www.ufcstats.com/fighter-details/056c493bbd76a918,Henry,Cejudo,Triple C,64,135,64,Orthodox,1987-02-09
b27b8881d7444114,http://www.ufcstats.com/fighter-details/b27b8881d7444114,Adam,Cella,El Naturel,74,170,NA,,1985-06-26
f21a152aaa3e95c6,http://www.ufcstats.com/fighter-details/f21a152aaa3e95c6,Vinicius,Cenci,Chambinho,73,155,74,Orthodox,1995-11-24
e872e9a9a902c045,http://www.ufcstats.com/fighter-details/e872e9a9a902c045,Katlyn,Cerminara,Blonde Fighter,69,125,68,Orthodox,1988-12-28
09a4447655fd4b7b,http://www.ufcstats.com/fighter-details/09a4447655fd4b7b,Rafael,Cerqueira,The Lion,75,205,76,Southpaw,1990-03-15
1d00756835ca67c9,http://www.ufcstats.com/fighter-details/1d00756835ca67c9,Donald,Cerrone,Cowboy,73,155,73,Orthodox,1983-03-29
fdf59144e535bc38,http://www.ufcstats.com/fighter-details/fdf59144e535bc38,Jared,Chaffee,,70,155,NA,,1984-12-15
9ccf8371fd80d45d,http://www.ufcstats.com/fighter-details/9ccf8371fd80d45d,Luan,Chagas,Tarzan,72,170,75,Orthodox,1993-06-17
5ef94841c4bc3f86,http://www.ufcstats.com/fighter-details/5ef94841c4bc3f86,Edgar,Chairez,Puro Chicali,67,125,71,Orthodox,1996-01-27
7342fcc41a4817fa,http://www.ufcstats.com/fighter-details/7342fcc41a4817fa,Ansar,Chalangov,,69,170,NA,Orthodox,1979-10-30
26b63bc5c0c1f65d,http://www.ufcstats.com/fighter-details/26b63bc5c0c1f65d,Alex,Chambers,Astro Girl,63,115,63,Southpaw,1978-10-25
af9efbfd63d39734,http://www.ufcstats.com/fighter-details/af9efbfd63d39734,Chelsea,Chandler,,68,135,68,Southpaw,1990-11-23
4b93a88f3b1de35b,http://www.ufcstats.com/fighter-details/4b93a88f3b1de35b,Michael,Chandler,Iron,68,155,71,Orthodox,1986-04-24
62f3039da2f92a8c,http://www.ufcstats.com/fighter-details/62f3039da2f92a8c,Eduardo,Chapolin,,67,125,67,Orthodox,1995-11-23
8788beb528894f33,http://www.ufcstats.com/fighter-details/8788beb528894f33,Donnie,Chappell,,71,178,NA,Southpaw,NA
32a4f1235f0dad73,http://www.ufcstats.com/fighter-details/32a4f1235f0dad73,Dan,Charles,The Man,74,228,NA,,1985-09-24
19ffeb5e3fffd6d5,http://www.ufcstats.com/fighter-details/19ffeb5e3fffd6d5,Joe,Charles,The Ghetto Man,73,260,NA,Southpaw,NA
5b03b61f9d90125e,http://www.ufcstats.com/fighter-details/5b03b61f9d90125e,Morgan,Charriere,The Last Pirate,68,145,69,Orthodox,1995-10-26
8061a3136026a673,http://www.ufcstats.com/fighter-details/8061a3136026a673,Jeisla,Chaves,A Braba,66,125,68,Orthodox,1997-02-02
0de720c0f1d4ab9c,http://www.ufcstats.com/fighter-details/0de720c0f1d4ab9c,Danny,Chavez,The Colombian Warrior,68,145,67,Orthodox,1987-03-14
84e8920e59ff14a7,http://www.ufcstats.com/fighter-details/84e8920e59ff14a7,Emilio,Chavez,,69,145,NA,,NA
b406da701c479076,http://www.ufcstats.com/fighter-details/b406da701c479076,Ernest,Chavez,EJ,68,145,70,Orthodox,1983-06-27
9c5f7d5c6d084b35,http://www.ufcstats.com/fighter-details/9c5f7d5c6d084b35,Gabriel,Checco,Zangief,73,185,NA,Switch,1986-04-03
d8d7b24d276c8cb0,http://www.ufcstats.com/fighter-details/d8d7b24d276c8cb0,Albert,Cheng,,71,170,NA,Orthodox,1985-02-07
78a68f1dade6aaf7,http://www.ufcstats.com/fighter-details/78a68f1dade6aaf7,Fabio,Cherant,Water Buffalo,73,205,74,Southpaw,1994-11-25
c713a845360d604b,http://www.ufcstats.com/fighter-details/c713a845360d604b,Ion,Cherdivara,,NA,205,NA,,NA
79a193111e3bc99b,http://www.ufcstats.com/fighter-details/79a193111e3bc99b,Mark,Cherico,The Pride of Bloomfield,67,145,69,Orthodox,1986-05-12
9cdd2da1a9104a0b,http://www.ufcstats.com/fighter-details/9cdd2da1a9104a0b,Macy,Chiasson,,71,135,72,Orthodox,1991-07-27
c58f51dedb310998,http://www.ufcstats.com/fighter-details/c58f51dedb310998,Michael,Chiesa,Maverick,73,170,75,Southpaw,1987-12-07
9560ff14eb3129f7,http://www.ufcstats.com/fighter-details/9560ff14eb3129f7,Giga,Chikadze,Ninja,72,145,74,Orthodox,1988-08-25
767755fd74662dbf,http://www.ufcstats.com/fighter-details/767755fd74662dbf,Khamzat,Chimaev,Borz,74,185,75,Orthodox,1994-05-01
9f7787e56a6bc0f4,http://www.ufcstats.com/fighter-details/9f7787e56a6bc0f4,Sako,Chivitchian,,71,155,NA,Orthodox,1984-03-11
3be16d817b36098b,http://www.ufcstats.com/fighter-details/3be16d817b36098b,DongHun,Choi,,65,125,66,Switch,1999-01-02
e93b04e308913c2e,http://www.ufcstats.com/fighter-details/e93b04e308913c2e,Dooho,Choi,The Korean Superboy,70,145,70,Orthodox,1991-04-10
2c104b7e59a72629,http://www.ufcstats.com/fighter-details/2c104b7e59a72629,Hong Man,Choi,Techno Goliath,86,330,NA,Orthodox,1980-10-30
371a1c91b24dec2b,http://www.ufcstats.com/fighter-details/371a1c91b24dec2b,Mu Bae,Choi,,74,230,NA,Orthodox,1970-06-27
adccbc19b22e19af,http://www.ufcstats.com/fighter-details/adccbc19b22e19af,SeungGuk,Choi,,66,125,64,Orthodox,1996-12-26
a68575214ecad140,http://www.ufcstats.com/fighter-details/a68575214ecad140,SeungWoo,Choi,Sting,72,145,74,Orthodox,1992-11-03
001eb2ab0f30e7ea,http://www.ufcstats.com/fighter-details/001eb2ab0f30e7ea,Mark,Choinski,The Shark,68,155,69,Orthodox,1995-10-22
03c9994c5b8958ec,http://www.ufcstats.com/fighter-details/03c9994c5b8958ec,John,Cholish,,71,155,74,Orthodox,1983-12-17
55a7b2d4e54ffac9,http://www.ufcstats.com/fighter-details/55a7b2d4e54ffac9,Ryo,Chonan,Piranah,69,170,70,Orthodox,1976-10-08
db5dc7cb80d7d418,http://www.ufcstats.com/fighter-details/db5dc7cb80d7d418,Will,Chope,The Kill,76,145,NA,Switch,1990-09-08
3c4320a1b6106611,http://www.ufcstats.com/fighter-details/3c4320a1b6106611,Cody,Chovancek,The Best Fisherman in MMA,68,135,67,Switch,1998-07-24
2d447cc91bdaa545,http://www.ufcstats.com/fighter-details/2d447cc91bdaa545,Joachim,Christensen,,75,205,76,Orthodox,1978-11-07
7e9b36a9847db116,http://www.ufcstats.com/fighter-details/7e9b36a9847db116,Kevin,Christian,,79,205,80,Orthodox,1995-01-21
b369533a577fa97c,http://www.ufcstats.com/fighter-details/b369533a577fa97c,Dan,Christison,The Sandman,80,265,NA,Orthodox,1972-04-26
4f11e9ce318ffbcb,http://www.ufcstats.com/fighter-details/4f11e9ce318ffbcb,Anthony,Christodoulou,,69,155,NA,Orthodox,1987-07-30
d4a12dfa4067742f,http://www.ufcstats.com/fighter-details/d4a12dfa4067742f,Murad,Chunkaiev,,71,185,NA,Orthodox,NA
f197ce0cbe69996d,http://www.ufcstats.com/fighter-details/f197ce0cbe69996d,Cameron,Church,,71,155,72,Orthodox,1990-09-27
eaebaa6801338ea1,http://www.ufcstats.com/fighter-details/eaebaa6801338ea1,Steven,Ciaccio,Stryker,72,170,NA,,NA
51b0bb73a1da34bc,http://www.ufcstats.com/fighter-details/51b0bb73a1da34bc,Mike,Ciesnolevicz,,72,235,NA,Orthodox,1979-10-28
2244d9a2b64b8c3b,http://www.ufcstats.com/fighter-details/2244d9a2b64b8c3b,Hannah,Cifers,Shockwave,61,115,62,Orthodox,1992-06-26
4e5bbc4566049cbf,http://www.ufcstats.com/fighter-details/4e5bbc4566049cbf,Branko,Cikatic,,73,215,NA,Orthodox,1954-10-03
3f3550bf126a5721,http://www.ufcstats.com/fighter-details/3f3550bf126a5721,Nikolajus,Cilkinas,,NA,NA,NA,Orthodox,NA
67f272324a030d00,http://www.ufcstats.com/fighter-details/67f272324a030d00,Misha,Cirkunov,,75,205,77,Orthodox,1987-02-27
42611508ba8c3298,http://www.ufcstats.com/fighter-details/42611508ba8c3298,Johnny,Cisneros,The Tattooed Terror,71,170,NA,,1980-02-05
cc7040fe76f0ef91,http://www.ufcstats.com/fighter-details/cc7040fe76f0ef91,Devin,Clark,Brown Bear,72,205,75,Orthodox,1990-04-12
8a64b3f87ad29d1e,http://www.ufcstats.com/fighter-details/8a64b3f87ad29d1e,Dominic,Clark,,70,155,NA,,1985-08-01
dd4c16777fb2ccf9,http://www.ufcstats.com/fighter-details/dd4c16777fb2ccf9,Heather,Clark,Hurricane,66,115,64,Orthodox,1980-09-19
6c8072b61c276e67,http://www.ufcstats.com/fighter-details/6c8072b61c276e67,Jessica-Rose,Clark,,65,135,64,Orthodox,1987-11-28
1c2f2571b18791b6,http://www.ufcstats.com/fighter-details/1c2f2571b18791b6,Laverne,Clark,,71,170,NA,Orthodox,1973-12-02
6776260cb0aef647,http://www.ufcstats.com/fighter-details/6776260cb0aef647,Logan,Clark,,74,185,NA,Orthodox,1985-02-16
69108cb8b32efe04,http://www.ufcstats.com/fighter-details/69108cb8b32efe04,Mychal,Clark,,75,224,NA,Orthodox,NA
7ae36b3791e0969a,http://www.ufcstats.com/fighter-details/7ae36b3791e0969a,Shannon,Clark,MMA Barbie,65,125,64,Orthodox,1992-07-07
a77c71a574132188,http://www.ufcstats.com/fighter-details/a77c71a574132188,John,Clarke,,NA,170,NA,,1977-08-15
c76ec2bc3a57666a,http://www.ufcstats.com/fighter-details/c76ec2bc3a57666a,Mitch,Clarke,Danger Zone,70,155,73,Orthodox,1985-11-24
7d21de9c6d7c98b2,http://www.ufcstats.com/fighter-details/7d21de9c6d7c98b2,Rich,Clementi,No Love,69,155,72,Southpaw,1976-03-31
e5ecaf884b6da2bc,http://www.ufcstats.com/fighter-details/e5ecaf884b6da2bc,Chris,Clements,The Menace,70,170,70,Orthodox,1976-02-09
8e32bfcff3ec1717,http://www.ufcstats.com/fighter-details/8e32bfcff3ec1717,RJ,Clifford,,NA,160,NA,,NA
60098849c703e389,http://www.ufcstats.com/fighter-details/60098849c703e389,Mark,Climaco,,64,125,65,Southpaw,1997-11-06
48e96d9cea6d4ab0,http://www.ufcstats.com/fighter-details/48e96d9cea6d4ab0,Josh,Clopton,The Gentleman,66,145,NA,Orthodox,1981-07-11
3138fab619faf4d1,http://www.ufcstats.com/fighter-details/3138fab619faf4d1,Brian,Cobb,,71,155,NA,Orthodox,1980-09-03
dc6d8256ee3dfba5,http://www.ufcstats.com/fighter-details/dc6d8256ee3dfba5,Darryl,Cobb,,69,185,NA,,1980-08-04
6dbb1107de9a4a08,http://www.ufcstats.com/fighter-details/6dbb1107de9a4a08,Dave,Cochran,,66,155,NA,,1973-05-10
8fa7e0bc052185ce,http://www.ufcstats.com/fighter-details/8fa7e0bc052185ce,Dakota,Cochrane,,68,155,NA,,1986-05-01
0b77a05bcbd2de74,http://www.ufcstats.com/fighter-details/0b77a05bcbd2de74,Marloes,Coenen,,69,145,67,,1981-03-31
8b260672a21d1fd6,http://www.ufcstats.com/fighter-details/8b260672a21d1fd6,John,Cofer,The Potter,69,155,NA,Southpaw,1984-04-29
e90d9d0681270953,http://www.ufcstats.com/fighter-details/e90d9d0681270953,Marc,Cofer,,NA,185,NA,,1972-03-03
a0c29b13f7a5df32,http://www.ufcstats.com/fighter-details/a0c29b13f7a5df32,Chris,Coggins,,NA,NA,NA,,NA
dbac0a413af64bbe,http://www.ufcstats.com/fighter-details/dbac0a413af64bbe,Felipe,Colares,Cabocao,68,145,69,Orthodox,1994-03-31
5d8a9c95af50280a,http://www.ufcstats.com/fighter-details/5d8a9c95af50280a,Chandler,Cole,The Hammer,70,264,72,Orthodox,1995-01-09
cecd72feb0d640e3,http://www.ufcstats.com/fighter-details/cecd72feb0d640e3,Coltin,Cole,,NA,185,NA,,1989-04-24
1174782eacde9b0c,http://www.ufcstats.com/fighter-details/1174782eacde9b0c,Devin,Cole,,76,240,NA,Orthodox,1976-10-01
987b80f57190d6d0,http://www.ufcstats.com/fighter-details/987b80f57190d6d0,Ivan,Cole,JP,69,135,NA,,1990-11-30
2eab7a6c8b0ed8cc,http://www.ufcstats.com/fighter-details/2eab7a6c8b0ed8cc,Wayne,Cole,,73,205,NA,Orthodox,1971-01-06
ffb20ae0db47ebe6,http://www.ufcstats.com/fighter-details/ffb20ae0db47ebe6,Cortez,Coleman,Hollywood,73,185,NA,,1982-01-28
21b8a0f5c231096f,http://www.ufcstats.com/fighter-details/21b8a0f5c231096f,Mark,Coleman,The Hammer,73,205,75,Orthodox,1964-12-20
cc900c6a71ed23f3,http://www.ufcstats.com/fighter-details/cc900c6a71ed23f3,Clay,Collard,Cassius,71,145,73,Orthodox,1993-03-10
6b64db453edf4c50,http://www.ufcstats.com/fighter-details/6b64db453edf4c50,Jamie,Colleen,,63,115,65,Orthodox,1985-11-02
92fa1401b7927da3,http://www.ufcstats.com/fighter-details/92fa1401b7927da3,Jake,Collier,The Prototype,75,230,78,Orthodox,1988-10-25
9123c54d0a2b72dd,http://www.ufcstats.com/fighter-details/9123c54d0a2b72dd,Christian,Colombo,,77,265,NA,Orthodox,1980-07-01
dfc7f0a2d91ad337,http://www.ufcstats.com/fighter-details/dfc7f0a2d91ad337,Willian,Colorado,,70,135,72,,1986-06-21
a85998eb79650b2c,http://www.ufcstats.com/fighter-details/a85998eb79650b2c,Wes,Combs,The Soldier,74,205,NA,Orthodox,1973-06-18
b4ebc1539a08054b,http://www.ufcstats.com/fighter-details/b4ebc1539a08054b,Roque,Conceicao,,64,125,67,Orthodox,1999-10-27
a76c07e8e4c76e9a,http://www.ufcstats.com/fighter-details/a76c07e8e4c76e9a,Rose,Conceicao,,55,115,65,Orthodox,1997-05-13
f9f07bb5a43535ed,http://www.ufcstats.com/fighter-details/f9f07bb5a43535ed,Carlos,Condit,The Natural Born Killer,74,170,75,Orthodox,1984-04-26
41e77dc504a192c6,http://www.ufcstats.com/fighter-details/41e77dc504a192c6,Chris,Condo,,72,335,NA,Orthodox,NA
2997e7fe3c9d3d4a,http://www.ufcstats.com/fighter-details/2997e7fe3c9d3d4a,Wang,Cong,The Joker,66,125,66,Southpaw,1992-05-15
c44530d3969134a3,http://www.ufcstats.com/fighter-details/c44530d3969134a3,Jack,Congdon,.50 Cal,74,170,75,Switch,1997-05-21
2ebfbe72ed703925,http://www.ufcstats.com/fighter-details/2ebfbe72ed703925,Tristan,Connelly,Boondock,70,145,68,Orthodox,1985-12-12
