fighter_id,details_url,name,height_in,weight_lb,reach_in,stance,dob
26387c19f32dda0f,http://ufcstats.com/fighter-details/26387c19f32dda0f,Javy Ayala,73,265,NA,NA,1988-08-20
263af068bd986548,http://ufcstats.com/fighter-details/263af068bd986548,Kaline Medeiros,63,115,NA,NA,NA
263ebd4a669e1e98,http://ufcstats.com/fighter-details/263ebd4a669e1e98,Fabiano Iha,68,155,NA,Orthodox,1970-07-28
264111bf62662fbf,http://ufcstats.com/fighter-details/264111bf62662fbf,Douglas Lima,73,170,NA,NA,1988-01-05
2650e2f846a30f64,http://ufcstats.com/fighter-details/2650e2f846a30f64,Amir Sadollah,70,170,75,Orthodox,1980-08-27
265589bdd93e7ce5,http://ufcstats.com/fighter-details/265589bdd93e7ce5,Lodune Sincaid,69,185,NA,Orthodox,1973-05-07
2676b28836a5a836,http://ufcstats.com/fighter-details/2676b28836a5a836,Benson Henderson,69,170,70,Southpaw,1983-11-16
267f4a6568abe245,http://ufcstats.com/fighter-details/267f4a6568abe245,Landon Quinones,69,155,70,Southpaw,1995-11-21
26927dab41dbd5fc,http://ufcstats.com/fighter-details/26927dab41dbd5fc,Taylor Moore,70,135,70,Southpaw,1993-10-16
2694c4997a51ed01,http://ufcstats.com/fighter-details/2694c4997a51ed01,Jon Kunneman,NA,185,NA,NA,1999-07-14
269d103c96a4c3a5,http://ufcstats.com/fighter-details/269d103c96a4c3a5,Kenji Arai,70,145,NA,Southpaw,1979-10-05
26b63bc5c0c1f65d,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d,Alex Chambers,63,115,63,Southpaw,1978-10-25
26d61e92a6069cd2,http://ufcstats.com/fighter-details/26d61e92a6069cd2,Chad Vance,72,185,NA,Orthodox,NA
26e3f3928b1891d9,http://ufcstats.com/fighter-details/26e3f3928b1891d9,Hannah Goldy,64,115,61,Orthodox,1992-05-18
26eddcda9d6b2ffe,http://ufcstats.com/fighter-details/26eddcda9d6b2ffe,Paul Rodriguez,67,155,NA,Orthodox,1975-05-18
26f4288e83188c61,http://ufcstats.com/fighter-details/26f4288e83188c61,Kantharaj Agasa,NA,135,NA,NA,1992-02-16
270b89c00ef0c55c,http://ufcstats.com/fighter-details/270b89c00ef0c55c,Gabriel Gonzaga,74,242,76,Orthodox,1979-05-18
270e84d8174721d2,http://ufcstats.com/fighter-details/270e84d8174721d2,Magno Dias,65,135,67,NA,1995-11-30
2719f300b0439039,http://ufcstats.com/fighter-details/2719f300b0439039,Ho Bae Myeon,71,168,NA,Orthodox,1986-11-01
271fe91f4ba9d2c5,http://ufcstats.com/fighter-details/271fe91f4ba9d2c5,Don Frye,73,219,NA,Orthodox,1965-11-23
2721bb808bb2523c,http://ufcstats.com/fighter-details/2721bb808bb2523c,Curt Warburton,72,155,73,Orthodox,NA
2742f028399bf8c7,http://ufcstats.com/fighter-details/2742f028399bf8c7,Ruel Panales,65,125,67,Southpaw,1996-12-07
2747c60e42d9d75f,http://ufcstats.com/fighter-details/2747c60e42d9d75f,David Teymur,69,155,73,Southpaw,1989-05-01
274ca7b799b402cc,http://ufcstats.com/fighter-details/274ca7b799b402cc,Andrew Todhunter,72,185,NA,Switch,1987-11-30
27541033b97c076d,http://ufcstats.com/fighter-details/27541033b97c076d,Kevin Ferguson,74,235,77,Orthodox,1974-02-08
275aca31f61ba28c,http://ufcstats.com/fighter-details/275aca31f61ba28c,Islam Makhachev,70,170,70,Southpaw,1991-10-27
275cafc9de131c83,http://ufcstats.com/fighter-details/275cafc9de131c83,Dave Menne,70,170,NA,Orthodox,1974-07-29
276c60b14b571dd4,http://ufcstats.com/fighter-details/276c60b14b571dd4,Takenori Sato,70,170,NA,Southpaw,1985-06-08
277ffed20cf07aea,http://ufcstats.com/fighter-details/277ffed20cf07aea,Milco Voorn,NA,220,NA,Orthodox,NA
2782235b078b72a7,http://ufcstats.com/fighter-details/2782235b078b72a7,Damonte Robinson,72,155,77,NA,1995-06-10
279093302a6f44b3,http://ufcstats.com/fighter-details/279093302a6f44b3,Gerard Gordeau,77,216,NA,Orthodox,1959-03-30
279566840aa55bf2,http://ufcstats.com/fighter-details/279566840aa55bf2,Alexander Volkov,79,261,80,Orthodox,1988-10-24
27ab7257bf6a3b65,http://ufcstats.com/fighter-details/27ab7257bf6a3b65,Simon Biyong,NA,205,NA,NA,1991-04-05
27b164b0d1833df0,http://ufcstats.com/fighter-details/27b164b0d1833df0,Kalindra Faria,67,125,NA,Switch,1986-07-23
27b1a406ac171b19,http://ufcstats.com/fighter-details/27b1a406ac171b19,Luke Stewart,71,170,NA,Orthodox,NA
27b388f0aab49780,http://ufcstats.com/fighter-details/27b388f0aab49780,Dione Barbosa,66,125,66,Orthodox,1992-05-08
27c59ac201539d10,http://ufcstats.com/fighter-details/27c59ac201539d10,Sanford Alton Meeks,77,265,75,Orthodox,1994-04-05
27d65e9d0fba61ea,http://ufcstats.com/fighter-details/27d65e9d0fba61ea,Roger Hollett,71,205,NA,Orthodox,1978-10-08
27fc9218a3653e3c,http://ufcstats.com/fighter-details/27fc9218a3653e3c,Justin Eilers,73,235,NA,Orthodox,1978-06-28
2804ce8dadab5770,http://ufcstats.com/fighter-details/2804ce8dadab5770,Marcelo Rojo,68,145,71,Orthodox,1988-07-02
2816ced060a21be3,http://ufcstats.com/fighter-details/2816ced060a21be3,Nick Hein,66,155,66,Southpaw,1984-04-24
28200bc87367614f,http://ufcstats.com/fighter-details/28200bc87367614f,Luis Mendoza,NA,155,NA,NA,NA
282fa667ff9c51ed,http://ufcstats.com/fighter-details/282fa667ff9c51ed,Cole Miller,73,145,73,Orthodox,1984-04-26
2833f50b20e96e52,http://ufcstats.com/fighter-details/2833f50b20e96e52,Antwain Britt,73,205,77,NA,1978-05-09
283645128ae57eda,http://ufcstats.com/fighter-details/283645128ae57eda,Hiroko Yamanaka,71,135,NA,NA,1978-10-24
2844b047183a1adb,http://ufcstats.com/fighter-details/2844b047183a1adb,Luis Pena,75,155,75,Southpaw,1993-07-05
285ae0b4a68221f4,http://ufcstats.com/fighter-details/285ae0b4a68221f4,JunYong Park,70,185,73,Orthodox,1991-02-27
285e32e41f61a5b1,http://ufcstats.com/fighter-details/285e32e41f61a5b1,Jason Sharp,NA,205,NA,NA,NA
286e1d61fb315355,http://ufcstats.com/fighter-details/286e1d61fb315355,Zhang Zhenyang,NA,155,NA,NA,NA
28877eddb1c0b967,http://ufcstats.com/fighter-details/28877eddb1c0b967,Guilherme Costa,NA,155,NA,NA,NA
288aaa8f82040e02,http://ufcstats.com/fighter-details/288aaa8f82040e02,Dante Rivera,73,185,NA,Southpaw,1974-12-08
2891c9f7b26b26fc,http://ufcstats.com/fighter-details/2891c9f7b26b26fc,Bret Bergmark,69,170,NA,NA,1973-11-24
289a3b69b85da7cd,http://ufcstats.com/fighter-details/289a3b69b85da7cd,Lucas Gamaza,NA,170,NA,NA,NA
289a57039d742bfe,http://ufcstats.com/fighter-details/289a57039d742bfe,Dion Staring,73,235,NA,Orthodox,1978-06-09
28ba5f27e473420c,http://ufcstats.com/fighter-details/28ba5f27e473420c,Alexandre Ferreira,67,205,NA,Orthodox,1979-04-25
28c55b4087a6f136,http://ufcstats.com/fighter-details/28c55b4087a6f136,Elvis Mutapcic,72,185,72,Orthodox,1986-07-19
28d421729451c8ca,http://ufcstats.com/fighter-details/28d421729451c8ca,Carlos Leal,71,170,74,Orthodox,1994-05-04
28d8638ea0a71908,http://ufcstats.com/fighter-details/28d8638ea0a71908,Nick Gonzalez,66,155,NA,Orthodox,1981-03-03
28e088bbcaaa6366,http://ufcstats.com/fighter-details/28e088bbcaaa6366,Leonardo Silva de Oliveira,74,185,NA,Orthodox,1992-04-23
28f3c2258a1d8874,http://ufcstats.com/fighter-details/28f3c2258a1d8874,John Hathaway,73,170,75,Orthodox,1987-07-23
28f62d866c59c709,http://ufcstats.com/fighter-details/28f62d866c59c709,Waylon Lowe,67,145,NA,Southpaw,1980-10-31
29162be25ebef5f0,http://ufcstats.com/fighter-details/29162be25ebef5f0,Luis Gurule,65,125,64,Orthodox,1993-11-16
2924886ee9c4c527,http://ufcstats.com/fighter-details/2924886ee9c4c527,Thiago Silva,74,205,74,Orthodox,1982-11-12
2937cb502dda0808,http://ufcstats.com/fighter-details/2937cb502dda0808,Anistavio Medeiros,66,145,NA,Orthodox,1988-05-01
294aa73dbf37d281,http://ufcstats.com/fighter-details/294aa73dbf37d281,Bruno Silva,64,125,65,Orthodox,1990-03-16
29508aff4d93cbbe,http://ufcstats.com/fighter-details/29508aff4d93cbbe,Ryan Bastianelli,65,135,NA,NA,1979-09-07
2961be02cfb0d2c1,http://ufcstats.com/fighter-details/2961be02cfb0d2c1,Roman Mitichyan,70,170,NA,Orthodox,1978-09-04
2963369e327e1979,http://ufcstats.com/fighter-details/2963369e327e1979,Fabricio Guerreiro,70,145,NA,NA,1990-07-24
296a120cb880477b,http://ufcstats.com/fighter-details/296a120cb880477b,Kiru Sahota,70,125,73,Orthodox,1995-05-28
2975297f505e9447,http://ufcstats.com/fighter-details/2975297f505e9447,Jonny Parsons,69,170,69,Orthodox,1991-09-06
297a2b35444c245b,http://ufcstats.com/fighter-details/297a2b35444c245b,Mandy Bohm,67,125,71,Orthodox,1989-07-30
2997e7fe3c9d3d4a,http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a,Wang Cong,66,125,66,Southpaw,1992-05-15
29ab96eae72bad9f,http://ufcstats.com/fighter-details/29ab96eae72bad9f,ChangMin Yoon,68,145,70,Orthodox,1994-05-10
29af297d9f1de0f8,http://ufcstats.com/fighter-details/29af297d9f1de0f8,Damon Jackson,71,155,71,Switch,1988-08-08
29b5791e51e7e832,http://ufcstats.com/fighter-details/29b5791e51e7e832,Mike Dolce,71,185,NA,NA,1976-04-15
29b5d32584e02d8d,http://ufcstats.com/fighter-details/29b5d32584e02d8d,Antonio Duarte,67,135,NA,NA,1987-03-10
29f935654825331b,http://ufcstats.com/fighter-details/29f935654825331b,Chris Sanford,71,185,NA,Orthodox,1968-03-12
2a0b19a96f848eff,http://ufcstats.com/fighter-details/2a0b19a96f848eff,JW Wright,NA,130,NA,NA,1976-01-12
2a2eeee20ef049cf,http://ufcstats.com/fighter-details/2a2eeee20ef049cf,Hidehiko Hasegawa,69,170,NA,NA,1978-07-13
2a4200ead401a9ce,http://ufcstats.com/fighter-details/2a4200ead401a9ce,Carls John De Tomas,65,125,71,Southpaw,1996-08-28
2a470ad41c22c25a,http://ufcstats.com/fighter-details/2a470ad41c22c25a,Cole Province,69,145,68,Orthodox,1981-01-17
2a542ee8a8b83559,http://ufcstats.com/fighter-details/2a542ee8a8b83559,Tim Sylvia,80,265,80,Orthodox,1976-03-05
2a6f8136da1e52c0,http://ufcstats.com/fighter-details/2a6f8136da1e52c0,Koji Kitao,79,350,NA,Southpaw,1963-10-12
2a74bbba57058f12,http://ufcstats.com/fighter-details/2a74bbba57058f12,Gesias Cavalcante,68,155,71,Orthodox,1983-07-06
2a7afe14b3a0a058,http://ufcstats.com/fighter-details/2a7afe14b3a0a058,Asbel Cancio,70,225,NA,NA,NA
2a8502954f49e682,http://ufcstats.com/fighter-details/2a8502954f49e682,Vinicius Queiroz,79,220,NA,Orthodox,1983-08-29
2a898bf9fb7710b3,http://ufcstats.com/fighter-details/2a898bf9fb7710b3,Andrew Valladerez,NA,135,NA,NA,1987-06-28
2a9f9db24cd032ba,http://ufcstats.com/fighter-details/2a9f9db24cd032ba,Danni McCormack,64,125,62,Southpaw,1990-03-15
2aa481e98185e261,http://ufcstats.com/fighter-details/2aa481e98185e261,Arthur Lopes,74,234,77,Southpaw,1993-02-17
2aa49b3766a59bcd,http://ufcstats.com/fighter-details/2aa49b3766a59bcd,Jordan Mein,72,170,73,Orthodox,1989-10-10
2aaf0181432adf0b,http://ufcstats.com/fighter-details/2aaf0181432adf0b,Roy Boughton,72,205,NA,NA,NA
2abc414136504554,http://ufcstats.com/fighter-details/2abc414136504554,Askar Askar,67,145,69,Orthodox,1994-08-19
2abdead94ce73552,http://ufcstats.com/fighter-details/2abdead94ce73552,Paulo Filho,68,185,NA,Southpaw,1978-05-24
2abe38b81d68a24a,http://ufcstats.com/fighter-details/2abe38b81d68a24a,Kengo Watanabe,76,220,NA,Orthodox,1976-01-31
2ac4628c08ec5125,http://ufcstats.com/fighter-details/2ac4628c08ec5125,Markus Perez,73,185,73,Orthodox,1988-06-22
2adb11835acd815b,http://ufcstats.com/fighter-details/2adb11835acd815b,Tom Blackledge,NA,205,NA,Orthodox,NA
2af2d675f7d847e3,http://ufcstats.com/fighter-details/2af2d675f7d847e3,Alex Higley,70,145,NA,NA,NA
2af2f2e26c4c0402,http://ufcstats.com/fighter-details/2af2f2e26c4c0402,Hunter Azure,68,145,69,Orthodox,1992-03-02
2b06b6ad5db63348,http://ufcstats.com/fighter-details/2b06b6ad5db63348,Brandon Melendez,71,155,NA,Southpaw,1983-03-24
2b074403b7c6cdb4,http://ufcstats.com/fighter-details/2b074403b7c6cdb4,Thomas Almeida,67,145,70,Southpaw,1991-07-31
2b1587a3376ab743,http://ufcstats.com/fighter-details/2b1587a3376ab743,Ernie Verdicia,71,199,NA,Orthodox,NA
2b1c6f28039efe36,http://ufcstats.com/fighter-details/2b1c6f28039efe36,Joe Cason,75,205,NA,NA,1988-01-19
2b284840ca89876a,http://ufcstats.com/fighter-details/2b284840ca89876a,Chris Mierzwiak,73,185,NA,NA,1988-02-14
2b33e57c4d0a4502,http://ufcstats.com/fighter-details/2b33e57c4d0a4502,Joel Thomas,70,170,NA,NA,NA
2b4faacc16d66898,http://ufcstats.com/fighter-details/2b4faacc16d66898,Eiji Mitsuoka,67,145,NA,Southpaw,1976-01-01
2b68d9f125d07b42,http://ufcstats.com/fighter-details/2b68d9f125d07b42,Jared Vanderaa,76,265,80,Orthodox,1992-05-12
2b6a37a97541a4fd,http://ufcstats.com/fighter-details/2b6a37a97541a4fd,Trent Miller,69,185,72,Orthodox,1995-10-31
2b6d855c6e280fb1,http://ufcstats.com/fighter-details/2b6d855c6e280fb1,Alex Nicholson,76,185,77,Orthodox,1990-05-02
2b6fc1c02736833d,http://ufcstats.com/fighter-details/2b6fc1c02736833d,Umar Nurmagomedov,68,135,69,Orthodox,1996-01-03
2b91eff985b532cd,http://ufcstats.com/fighter-details/2b91eff985b532cd,Michael Cora,73,170,77,Southpaw,1989-08-24
2b93ebd9f5417ad2,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,Michael Bisping,73,185,75,Orthodox,1979-02-28
2ba479b409011527,http://ufcstats.com/fighter-details/2ba479b409011527,Fabio Silva,71,205,NA,Orthodox,1982-03-31
2bc47c7cc6c05bd7,http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7,HanSeul Kim,73,170,73,Southpaw,1990-06-19
2bcc39af95d6f2e8,http://ufcstats.com/fighter-details/2bcc39af95d6f2e8,John Devine,NA,NA,NA,NA,1978-01-17
2bd98ab77a8daa75,http://ufcstats.com/fighter-details/2bd98ab77a8daa75,Stewart Nicoll,65,125,65,Orthodox,1996-04-11
2be6596a9db33bf5,http://ufcstats.com/fighter-details/2be6596a9db33bf5,Jason MacDonald,75,185,80,Orthodox,1975-06-03
2c010b26a3306969,http://ufcstats.com/fighter-details/2c010b26a3306969,Orion Cosce,71,170,71,Switch,1994-07-15
2c104b7e59a72629,http://ufcstats.com/fighter-details/2c104b7e59a72629,Hong Man Choi,86,330,NA,Orthodox,1980-10-30
2c1170b825f58e57,http://ufcstats.com/fighter-details/2c1170b825f58e57,Guangyou Ning,64,145,64,Southpaw,1981-12-15
2c2caf2f2bab9df5,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5,Humberto Bandenay,71,145,71,Southpaw,1994-09-04
2c483cf443f38ece,http://ufcstats.com/fighter-details/2c483cf443f38ece,Vanessa Demopoulos,62,125,59,Orthodox,1988-09-22
2c5a0b8317f8f27a,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a,Roque Martinez,70,250,72,Orthodox,1986-03-04
2c5f5749569eef66,http://ufcstats.com/fighter-details/2c5f5749569eef66,Tainara Lisboa,67,135,67,Orthodox,1991-03-02
2c64c035485906aa,http://ufcstats.com/fighter-details/2c64c035485906aa,Nah-Shon Burrell,71,170,NA,Orthodox,1990-02-05
2c6e81426dd7573c,http://ufcstats.com/fighter-details/2c6e81426dd7573c,Jack May,80,255,NA,Switch,1981-04-14
2c733e059462c1dc,http://ufcstats.com/fighter-details/2c733e059462c1dc,Sean Bassett,NA,155,NA,NA,NA
2c99576fefe53c7c,http://ufcstats.com/fighter-details/2c99576fefe53c7c,Renan Barao,66,145,70,Orthodox,1987-01-31
2c9d00968f818270,http://ufcstats.com/fighter-details/2c9d00968f818270,Hakeem Dawodu,68,145,73,Orthodox,1991-07-02
2caf993f53541fa1,http://ufcstats.com/fighter-details/2caf993f53541fa1,Andreas Gustafsson,73,170,73,Orthodox,1991-02-20
2cd428e9606856fd,http://ufcstats.com/fighter-details/2cd428e9606856fd,Jairzinho Rozenstruik,74,242,78,Orthodox,1988-03-17
2ce6541127b0e232,http://ufcstats.com/fighter-details/2ce6541127b0e232,Yusuke Imamura,68,220,NA,Orthodox,1976-08-08
2cf520143e76cd2e,http://ufcstats.com/fighter-details/2cf520143e76cd2e,Tyler Stinson,75,170,NA,NA,1986-01-17
2cfba6c837c03ed0,http://ufcstats.com/fighter-details/2cfba6c837c03ed0,Patchy Mix,71,135,70,Southpaw,1993-08-16
2d077e22886298be,http://ufcstats.com/fighter-details/2d077e22886298be,Wuziazibieke Jiahefu,69,145,70,Orthodox,1990-04-09
2d0b10789feafddb,http://ufcstats.com/fighter-details/2d0b10789feafddb,Jerome LeBanner,75,265,NA,Southpaw,1972-12-26
2d2239d0f6fa83dd,http://ufcstats.com/fighter-details/2d2239d0f6fa83dd,Rodolfo Marques Diniz,66,135,NA,NA,1984-01-23
2d447cc91bdaa545,http://ufcstats.com/fighter-details/2d447cc91bdaa545,Joachim Christensen,75,205,76,Orthodox,1978-11-07
2d5fbe2103f97053,http://ufcstats.com/fighter-details/2d5fbe2103f97053,Hideo Tokoro,67,135,NA,Orthodox,1977-08-22
2d6d6ffe5a446ea2,http://ufcstats.com/fighter-details/2d6d6ffe5a446ea2,Christian Ocon,68,135,69,Orthodox,1996-02-05
2db0c114414d4f06,http://ufcstats.com/fighter-details/2db0c114414d4f06,Karine Gevorgyan,64,125,63,NA,1989-03-09
2db65fc038c0018e,http://ufcstats.com/fighter-details/2db65fc038c0018e,James Gray,69,135,NA,Orthodox,1987-10-25
2db7fa8db6bc9632,http://ufcstats.com/fighter-details/2db7fa8db6bc9632,Shane Nelson,69,155,70,Southpaw,1984-11-29
2dbc60c52de126d8,http://ufcstats.com/fighter-details/2dbc60c52de126d8,Harry Hardwick,68,155,71,Switch,1994-09-29
2dc1bc1a02961656,http://ufcstats.com/fighter-details/2dc1bc1a02961656,Manny Bermudez,70,145,71,Orthodox,1994-07-16
2dc7c49cfaeb867c,http://ufcstats.com/fighter-details/2dc7c49cfaeb867c,Justin Patterson,70,170,NA,NA,1985-12-07
2dc7f1762dc0a7ef,http://ufcstats.com/fighter-details/2dc7f1762dc0a7ef,Ricardo Morais,80,270,NA,Orthodox,1967-02-26
2de91c2244ad7e89,http://ufcstats.com/fighter-details/2de91c2244ad7e89,Dominic Waters,73,170,79,Orthodox,1989-04-11
2dea80c069847321,http://ufcstats.com/fighter-details/2dea80c069847321,Gilles Arsene,69,190,NA,Southpaw,1970-12-23
2e04a3b4a2011b97,http://ufcstats.com/fighter-details/2e04a3b4a2011b97,Roland Payne,69,205,NA,Orthodox,NA
2e19380f34871c6a,http://ufcstats.com/fighter-details/2e19380f34871c6a,Dominick Reyes,76,205,77,Southpaw,1989-12-26
2e25c1d983c26311,http://ufcstats.com/fighter-details/2e25c1d983c26311,Colton Smith,72,155,71,Orthodox,1987-08-14
2e2cdb6e9eb84bb9,http://ufcstats.com/fighter-details/2e2cdb6e9eb84bb9,Jesse Moreng,67,145,NA,Orthodox,1979-11-09
2e45d08b3f2f02c8,http://ufcstats.com/fighter-details/2e45d08b3f2f02c8,Malcolm Wellmaker,70,135,71,Switch,1994-06-04
2e517966267a468a,http://ufcstats.com/fighter-details/2e517966267a468a,Kai Yoshida,69,125,69,Southpaw,1999-10-10
2e585c701f72fe55,http://ufcstats.com/fighter-details/2e585c701f72fe55,Ian Heinisch,71,185,72,Orthodox,1988-08-05
2e5c2aa8e4ab9d82,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,Paulo Costa,73,185,72,Orthodox,1991-04-21
2e7878927067fdca,http://ufcstats.com/fighter-details/2e7878927067fdca,Manuel Torres,70,155,73,Switch,1995-03-25
2e88f2030d8a928a,http://ufcstats.com/fighter-details/2e88f2030d8a928a,Alejandro Villalobos,67,145,NA,NA,1979-10-26
2eab7a6c8b0ed8cc,http://ufcstats.com/fighter-details/2eab7a6c8b0ed8cc,Wayne Cole,73,205,NA,Orthodox,1971-01-06
2eada40ac8801559,http://ufcstats.com/fighter-details/2eada40ac8801559,Hitomi Akano,64,135,NA,Southpaw,1974-07-27
2eae41f61776c60f,http://ufcstats.com/fighter-details/2eae41f61776c60f,Hidehiko Yoshida,71,225,NA,Orthodox,1969-09-03
2ebfbe72ed703925,http://ufcstats.com/fighter-details/2ebfbe72ed703925,Tristan Connelly,70,145,68,Orthodox,1985-12-12
2ee09ec2a0695eb9,http://ufcstats.com/fighter-details/2ee09ec2a0695eb9,Mike van Arsdale,74,205,NA,Switch,1965-06-20
2eeaefbfc7f9fcff,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff,Lina Lansberg,67,135,65,Orthodox,1982-03-13
2efbc83a6b9b7f86,http://ufcstats.com/fighter-details/2efbc83a6b9b7f86,Tai Bowden,71,230,NA,NA,NA
2f04c4183523be2e,http://ufcstats.com/fighter-details/2f04c4183523be2e,Ray Seraille,75,246,NA,NA,1979-06-23
2f13e4020cea5b38,http://ufcstats.com/fighter-details/2f13e4020cea5b38,Raphael Assuncao,65,135,66,Orthodox,1982-07-19
2f1700b3a4a09bc7,http://ufcstats.com/fighter-details/2f1700b3a4a09bc7,Paul Georgieff,74,170,NA,Orthodox,1982-09-22
2f181c0467965b98,http://ufcstats.com/fighter-details/2f181c0467965b98,Brendan Allen,74,185,75,Orthodox,1995-12-28
2f1a257d6777096d,http://ufcstats.com/fighter-details/2f1a257d6777096d,Luigi Vendramini,68,155,73,Orthodox,1996-01-16
2f3f12002564bb55,http://ufcstats.com/fighter-details/2f3f12002564bb55,Steve Bruno,70,170,NA,Orthodox,1981-11-03
2f43a3e82661fa99,http://ufcstats.com/fighter-details/2f43a3e82661fa99,Rei Tsuruya,66,125,68,Orthodox,2002-06-22
2f5754b48eab1486,http://ufcstats.com/fighter-details/2f5754b48eab1486,Rafael Rios,NA,150,NA,NA,NA
2f5cbecbbe18bac4,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4,Shamil Abdurakhimov,75,235,76,Orthodox,1981-09-02
2f6a993c7f547c13,http://ufcstats.com/fighter-details/2f6a993c7f547c13,Sergey Morozov,66,135,67,Orthodox,1989-06-14
2f6dc878d653c442,http://ufcstats.com/fighter-details/2f6dc878d653c442,Nick Meregali,NA,NA,NA,NA,NA
2f732dd9210d301f,http://ufcstats.com/fighter-details/2f732dd9210d301f,Tito Ortiz,75,205,74,Orthodox,1975-01-23
2f815ed5f8278ba6,http://ufcstats.com/fighter-details/2f815ed5f8278ba6,Ateba Gautier,76,185,81,Switch,2002-04-10
2f8f3c69522db931,http://ufcstats.com/fighter-details/2f8f3c69522db931,Abel Cullum,67,139,NA,Orthodox,1987-04-21
2f95a3c6d58b2aad,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad,Iuri Alcantara,69,135,71,Southpaw,1980-08-04
2fb6f197d1fbc779,http://ufcstats.com/fighter-details/2fb6f197d1fbc779,Koichiro Matsumoto,67,145,NA,NA,1986-03-07
2fc7e9701642ca38,http://ufcstats.com/fighter-details/2fc7e9701642ca38,Matthew Lopez,67,135,69,Southpaw,1987-01-21
2fe9032955c2e013,http://ufcstats.com/fighter-details/2fe9032955c2e013,Joseph Morales,66,125,69,Switch,1994-08-22
2fee10d5cf86bfca,http://ufcstats.com/fighter-details/2fee10d5cf86bfca,Maia Stevenson,64,115,62,Orthodox,1982-03-19
2ff2e6e5abea3e53,http://ufcstats.com/fighter-details/2ff2e6e5abea3e53,Lewis Gonzalez,70,170,NA,Orthodox,1987-09-19
3033c1c080672475,http://ufcstats.com/fighter-details/3033c1c080672475,Dakota Bush,70,155,73,Orthodox,1994-06-09
303a05a7aa3ff761,http://ufcstats.com/fighter-details/303a05a7aa3ff761,Richard Walsh,72,170,73,Orthodox,1988-12-01
303e017a9074f3aa,http://ufcstats.com/fighter-details/303e017a9074f3aa,Felipe Portela,NA,170,NA,NA,1987-11-23
304a21d0595e1a08,http://ufcstats.com/fighter-details/304a21d0595e1a08,Justin Jaynes,67,145,68,Orthodox,1989-08-10
304fcd812f12c589,http://ufcstats.com/fighter-details/304fcd812f12c589,Geza Kalman,73,200,NA,NA,NA
3058888c33149a53,http://ufcstats.com/fighter-details/3058888c33149a53,Yusuke Kasuya,67,155,NA,Southpaw,1989-11-16
305bde44ff664788,http://ufcstats.com/fighter-details/305bde44ff664788,Alton Cunningham,74,205,77,Orthodox,1993-06-24
305d73ede05e31ad,http://ufcstats.com/fighter-details/305d73ede05e31ad,Austin Lingo,70,145,70,Orthodox,1994-07-10
307064d3e0f036c2,http://ufcstats.com/fighter-details/307064d3e0f036c2,Fabio Nascimento,70,185,NA,Orthodox,1981-03-18
308279bd246c211f,http://ufcstats.com/fighter-details/308279bd246c211f,Hugh Pulley,72,155,NA,NA,NA
30a09e43f15f1d75,http://ufcstats.com/fighter-details/30a09e43f15f1d75,Paulo Thiago,71,170,74,Orthodox,1981-01-25
30ad2050273d016a,http://ufcstats.com/fighter-details/30ad2050273d016a,Joey Armstrong,NA,NA,NA,NA,NA
30b577b112bef42d,http://ufcstats.com/fighter-details/30b577b112bef42d,Vernon Ramos Ho,66,170,NA,Orthodox,1992-06-03
30cad5a751adcb48,http://ufcstats.com/fighter-details/30cad5a751adcb48,Alibi Idiris,66,125,68,Orthodox,1994-10-22
30cd319d39ee689b,http://ufcstats.com/fighter-details/30cd319d39ee689b,Gerry Harris,80,270,NA,Orthodox,NA
30e39145fec48d25,http://ufcstats.com/fighter-details/30e39145fec48d25,Jason Butcher,75,185,NA,NA,1984-10-23
30e8b4505f5ccf92,http://ufcstats.com/fighter-details/30e8b4505f5ccf92,Kiyoshi Tamura,71,185,NA,Southpaw,1969-12-17
30ea504870f8597b,http://ufcstats.com/fighter-details/30ea504870f8597b,Josh Stansbury,74,205,74,Orthodox,1984-11-19
310c4d4b2b32796b,http://ufcstats.com/fighter-details/310c4d4b2b32796b,Marc Stevens,69,155,NA,NA,1985-05-28
31123249b0bbf52e,http://ufcstats.com/fighter-details/31123249b0bbf52e,Matt Brown,72,170,75,Orthodox,1981-01-10
312f47c3d2f83ffa,http://ufcstats.com/fighter-details/312f47c3d2f83ffa,Houston Dorr,73,210,NA,Orthodox,NA
312f7d7b2b2f7de4,http://ufcstats.com/fighter-details/312f7d7b2b2f7de4,Djorden Santos,72,185,75,Orthodox,1997-08-01
3138fab619faf4d1,http://ufcstats.com/fighter-details/3138fab619faf4d1,Brian Cobb,71,155,NA,Orthodox,1980-09-03
3143bf892608139a,http://ufcstats.com/fighter-details/3143bf892608139a,Yana Santos,66,135,68,Orthodox,1989-11-11
3143e5daff9e5b71,http://ufcstats.com/fighter-details/3143e5daff9e5b71,Jonathan Santa Maria,69,125,NA,NA,NA
